access_group,model,split,id,font,status,cer,gt_text,prediction,error_msg
open/general,Gemma-3-27B,handwritten,A0222_Para2_1,,ok,24.662790697674417,وعلمنا أن من الجمال ما يتجلى لحاسة السمع ، و منه ما يتجلى لحاسة البصر ، و منه ما يتجلى,و ظلالا من السلال الستة و من السلال السبعة و من السلال السبعين و من السلال السبعمائة و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و من السلال السبعين و,
open/general,Gemma-3-27B,handwritten,A0620_Para3_1,,ok,17.45977011494253,يقوم الرماد البركاني (الأيروسول) المندفع الى الغلاف الغازي بتأثير مزدوج حيث يمنع الأشعه,بضمير الإقرار العلم بالمرتبة السموها ولالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالال,
open/general,Gemma-3-27B,handwritten,A0782_Para2_3,,ok,10.602739726027398,"معارف العامة . و قد شرح "" تومز في مقالاته في صحيفة "" ذي اثينيوم "" ما عناه",براءة الإختراع رقم ٥٠٧٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠,
open/general,Gemma-3-27B,handwritten,A0202_Para2_2,,ok,2.176470588235294,بعصر العولمة، فإن الفن يمثل أخطر سلاح في الوجود بعد,بِسمِ اللهِ الرَّحمنِ الرَّحيمِ، قُلْ هُوَ اللهُ أَحَدٌ، اللهُ الصَّمَدُ، لَمْ يَلِدْ وَلَمْ يُولَدْ، وَلَمْ يَكُنْ لَهُ كُفُوًا أَحَدٌ,
open/general,Gemma-3-27B,handwritten,A0402_Para2_2,,ok,2.142857142857143,"رواية بعض الشعر الجاهلي، وهي انه ""قدم المدينة"" في خلافة الفاروق",إِنَّ الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ وَأَقَامُوا الصَّلَاةَ وَآتُوا الزَّكَاةَ لَهُمْ أَجْرٌ عِنْدَ رَبِّهِمْ وَلَا خَوْفٌ عَلَيْهِمْ وَلَا يَحْزَنُونَ,
open/general,Gemma-3-27B,printed,Tahoma_529,Tahoma,ok,8.1875,هي ضنكان الداخل.,هيCS-1.0-ArabicSSS-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0,
open/general,Gemma-3-27B,printed,Thuluth_489,Thuluth,ok,7.532258064516129,مرده إلى التصور الاسلامي لله وللإنسان وللعالم ، ومن أجل ذلك لم,من للا إلى المصور الإسلامي للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للاسلام للا,
open/general,Gemma-3-27B,printed,Naksh_530,Naksh,ok,7.196969696969697,وبالرحوع إلى الولاة القباسيين من بني محزوم الذين ولوا أمور الولايه,وباروح إلى إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا إلا,
open/general,Gemma-3-27B,printed,Naksh_831,Naksh,ok,6.734939759036145,والحقيقة أن محافظة ييشيان بها مئات القرى القديمة ، وتضم أكثر من ثلاثة الاف وسبعمائة,واحتهناً، كان فضيلة شيخنا بما سنات التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي التي,
open/general,Gemma-3-27B,printed,Andalus_305,Andalus,ok,6.616666666666666,الرابع عشر من يوليو، صعدت ما لي قمة العالم في درجة حرارة خمس,المالية لمن صرّحوا ، مطبوعة للمالك ، للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك للمالك,
open/general,Gemma-3-27B,printed,Andalus_546,Andalus,ok,6.304347826086956,القرن الثامن الهجري/ مطلع القرن العاشر الميلادي، وهو الذي ورد ذكره في,بالنظر للصور المصورة بالصور المصورة بالصور المصورة بالصور المصورة بالصور المصورة بالصور المصورة بالصور المصورة بالصور المصورة بالصور المصورة بالصور المصورة بالصور المصورة بالصور المصورة بالصور المصورة بالصور المصورة بالصور المصورة بالصور المصورة بالصور المصورة بالصور المصورة بالصور المصورة بالصور المصورة بالصور المصورة بالصور المصورة بالصور المصورة بالصور المصورة بالصور المصورة بالصور المصورة بالصور المصورة بالصور المصورة بالصور المصورة بالصور المصورة بالصور المصورة بالصور,
open/general,Gemma-3-27B,printed,Akbaar_1103,Akbaar,ok,5.915492957746479,خاصة في بلدان العالم الثالث لما لهذا الفن من مردود معنوي حضاري وإقتصادي,دعا إلى بياناتٍ بأيدٍ، لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بياناتٍ لا بيانات,
open/general,Gemma-3-27B,printed,Naksh_1251,Naksh,ok,5.297619047619048,فترة حكمة الموضحة على الدنانير المنسوبة إليه، ومعه ذلك فمن المحتمل أنه وصل على الحكم,تذكركاً المصحفاً للمنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنتظر المنت,
arabic-specialized,Qari-OCR v0.3,handwritten,A0245_Para2_5,,ok,15.8125,هي ضنكان الداخل.,| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |,
arabic-specialized,Qari-OCR v0.3,handwritten,A0071_Para2_6,,ok,3.727272727272727,يؤثر في ربع,يَعْزَهُ م م م م م م م م م م م م م م م م م <,
arabic-specialized,Qari-OCR v0.3,handwritten,A0162_Para2_4,,ok,3.712328767123288,عامل من عوامل تقوية الروابط بين الملك والشعب ، ويلاحظ أن المجلس الإستشاري,عامل منه تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل تعامل,
arabic-specialized,Qari-OCR v0.3,handwritten,A0152_Para2_5,,ok,3.297872340425532,هجره انهيار سد مأرب في 440 او 450 ف فكونت موجات,هجره الهـابم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم مـم م,
arabic-specialized,Qari-OCR v0.3,handwritten,A0184_Para3_5,,ok,3.0303030303030303,أليس فى هذا مظهر من مظاهر القسوة؟,الميِّت مُهِدَّا مُطَحٍّ مِنْ مَلَاهِرَ السَّمَعَةِ مِمْ الْمَيِّتِ مُهِدَّا مُطَحٍّ مِنْ مَلَاهِرَ السَّمَعَةِ مِمْ الْم,
arabic-specialized,Qari-OCR v0.3,handwritten,A0037_Para2_5,,ok,2.9722222222222223,بمر ماء العيون عل كل دار في القرية .,بمر ماد العيوب علَكَ دار في الغَربِهِ ، م بمر ماد العيوب علَكَ دار في الغَربِهِ ، م بمر ماد العيوب علَكَ دار في الغَربِهِ ، م بمر ماد الع,
arabic-specialized,Qari-OCR v0.3,handwritten,A0098_Para3_5,,ok,2.875,وطوّر العديد من أساليب .,و طهّم العديم من أسلايب، م ، و طهّم العديم من أسلايب، م ، و طهّم العديم من أسلايب، م ، و</,
arabic-specialized,Qari-OCR v0.3,handwritten,A0384_Para3_5,,ok,2.7857142857142856,"اليوم باليمن""،",- ـ ـ اليوم بالـ الـ ـ ـ ـ ـ ـ ـ ـ ـ ـ ـ ـ ـ ـ</,
arabic-specialized,Qari-OCR v0.3,printed,Andalus_446,Andalus,ok,22.666666666666668,ذنه,أنا أنا أنا أنا أنا أنا أنا أنا أنا أنا أنا أنا أنا أنا أنا أنا أنا</,
arabic-specialized,Qari-OCR v0.3,printed,Andalus_1062,Andalus,ok,16.058823529411764,"تعاوني قائم الملكية العامة. خلال هذه الفترة ظهرت ""الكومونة الشيوعية""",ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor ThreadPoolExecutor,
arabic-specialized,Qari-OCR v0.3,printed,Traditional Arabic_297,Traditional Arabic,ok,11.285714285714286,الضخمة.,الضحمة الله الله الله الله الله الله الله الله الله الله الله الله الله الله الله ال,
arabic-specialized,Qari-OCR v0.3,printed,Tahoma_297,Tahoma,ok,8.714285714285714,الضخمة.,"字号: 12pt; font-family: ""Times New Roman""; text-align: center;",
arabic-specialized,Qari-OCR v0.3,printed,Akbaar_997,Akbaar,ok,8.375,الصينيون,أنت أنت أنت أنت أنت أنت أنت أنت أنت أنت أنت أنت أنت أنت أنت أنت أنت</,
arabic-specialized,Qari-OCR v0.3,printed,Andalus_925,Andalus,ok,7.3076923076923075,ـلأوبرا بكين،,أووبا بكين، ، لأووبا بكين، ، أووبا بكين، ، أووبا بكين، ، أووبا بكين، ، أووبا بكين، ، أووبا بكين، ، أووبا</,
arabic-specialized,Qari-OCR v0.3,printed,Traditional Arabic_886,Traditional Arabic,ok,6.333333333333333,الزراعية والريفية،,الزراعية، والريفية، ، الزراعة، الريفية، ، الزراعية، الريفية، ، الزراعية، الريفية، ، الزراعية، الريفية، ، الزراعية، الريفية، ، الزراع,
arabic-specialized,Qari-OCR v0.3,printed,Akbaar_834,Akbaar,ok,5.7368421052631575,عشائر قوية و كانت .,و كانت عشائر قوية و كانت عشائر قوية و كانت عشائر قوية و كانت عشائر قوية و كانت عشائر قوية و كانت عشائر قوية و كانت عشائر قوية <,
arabic-specialized,AIN 7B,printed,Thuluth_446,Thuluth,ok,1.0,ذنه,ذراع,
arabic-specialized,AIN 7B,printed,Naksh_1104,Naksh,ok,0.5,هام.,هَام,
arabic-specialized,AIN 7B,printed,Thuluth_648,Thuluth,ok,0.4583333333333333,حنى يأتيك فتنشده وينشدنا,حتى يأتيك فتتسلّم وينتسلّم,
arabic-specialized,AIN 7B,printed,Andalus_983,Andalus,ok,0.3333333333333333,ظاهرة التملح,ظاهِرة التَملّع,
arabic-specialized,AIN 7B,printed,Thuluth_103,Thuluth,ok,0.2857142857142857,جميلة .,جبلة .,
arabic-specialized,AIN 7B,printed,Thuluth_1253,Thuluth,ok,0.275,ذلك العام الذي يؤرخ لآخر دينار يحمل اسمة,ذلك العام الذي يؤرخ ١٣٠٨/١٣٠٩ دينار تحمل اسمه,
arabic-specialized,AIN 7B,printed,Thuluth_690,Thuluth,ok,0.2727272727272727,مثل أوربا .,مثل أقربها.,
arabic-specialized,AIN 7B,printed,Akbaar_1077,Akbaar,ok,0.25,الــكتب.,الكتب.,
arabic-specialized,AIN 7B,handwritten,A0343_Para2_3,,ok,0.8888888888888888,"يعارض الرسول، تعلم منهم، وكان يحد""ث أهل مكة بأخبارهم معارضاً رسول الله ،","المرة كانوا يتداولون قصص دسم واستديار وملوك فارس، وأن ""النصوب بن حارث"" الذي كان",
arabic-specialized,AIN 7B,handwritten,A0349_Para2_4,,ok,0.855072463768116,أو ديواناً أو حياة شاعر كانت له علاقه بالحيره أو بالغساسنه، أو عن قصه,من القصص، وما مشاكل ذلك.,
arabic-specialized,AIN 7B,handwritten,A0349_Para2_2,,ok,0.8545454545454545,اللغه والأدب والشعر الني وردت استطراداً عن أهل الحيـ هـ,أو الشعر سنه، وذلك في أثناء شرحهم لفخم أو بيت شعر أو قصيدة,
arabic-specialized,AIN 7B,handwritten,A0387_Para3_2,,ok,0.8513513513513513,"المشورة. وكان به معبد معروف للإله ""تالب""، ابنا من ابناء ""نهفان""، ومن ابناء","""تالب"". لم يبخل الهمداني عليه، فوجب له اما قال لها: ""ترعة نفعت بازل بن شرحبيل",
arabic-specialized,AIN 7B,handwritten,A0161_Para2_3,,ok,0.85,اختصاصات هذه المجالس ودور الملك وحقه في الاجتماعات واختصاصات,لغي تسمى القوانين الزراعية فيمــا يتعلق بتنظيم استشعار الأرض,
arabic-specialized,AIN 7B,handwritten,A0053_Para2_1,,ok,0.828125,تعلم الطلاب في دورة الحوار بالصينيه لمدة ثلاثة أسابيع مقررات مدة,ذهب نوح مظفر ضرغام بصحبه رؤوف بن لؤي رايق ظافر عطعوط وهلال,
arabic-specialized,AIN 7B,handwritten,A0162_Para3_3,,ok,0.8194444444444444,محل مجلس القبائل ويشرف على تطبيق القوانين على الارض وإقرارها كما # أن من,حقه أيضاً إصدار العفو عن المحكوم عليهم وكان هذا العفو كلياً أو جزئياً.,
arabic-specialized,AIN 7B,handwritten,A0161_Para2_1,,ok,0.7971014492753623,أن أحد الباحثين أورد نصوصاً عن نقوش قتبانية تذكر الدستور ، والتشريع ،,اختصاصات هذه المجالس ودور الملك وحقه في الاجتماعات واختصاصات,
